521
-9,13
49,20
-7,-39
-1,15
11,-20
31,9
38,-18
8,18
43,43
-46,28
37,19
-36,-2
-14,-1
-13,6
-9,-46
18,49
-50,-1
41,-10
25,8
-2,-25
-14,28
45,13
24,-44
-2,-39
28,-23
-41,-38
9,21
13,-14
40,2
6,-34
-39,-43
34,19
-39,-20
-45,18
29,-15
26,22
-15,34
-14,-50
11,45
11,12
23,-31
-1,21
49,-44
23,-8
36,10
-19,46
0,5
5,4
-14,13
44,6
-35,30
16,43
-24,-16
-19,-18
33,-46
6,32
-7,-23
14,1
-6,-2
-38,-4
-45,25
-48,-22
-50,16
-2,-50
34,-35
34,-9
46,4
35,24
26,-36
-15,-11
18,28
-1,44
42,4
-39,-22
-26,38
-8,47
37,-13
23,8
-44,-10
-37,-14
-44,20
32,43
-9,-1
43,39
32,-31
-14,3
32,50
14,-34
35,28
48,-41
-9,34
33,3
25,49
-41,-8
19,-14
49,35
24,-34
22,36
31,46
-48,-48
