75
-31,-34
-46,-3
-34,3
-28,-40
42,4
-38,-43
1,32
15,-27
-46,-33
-25,5
-19,43
43,40
-43,43
8,9
41,21
16,-5
30,46
-4,-32
39,-16
-19,16
15,-39
8,-39
9,-46
-12,-20
-37,-1
-4,27
-48,-6
-43,-41
-27,30
46,-1
-46,11
19,10
2,17
33,22
-37,49
-23,-22
17,-37
8,-50
18,22
7,50
-13,3
45,-23
-1,32
12,-45
-50,4
30,42
-50,-12
21,-17
50,-43
11,31
19,37
12,13
36,-47
42,29
38,-19
20,-8
-36,47
46,16
3,10
-41,-21
-40,-41
-4,9
-25,13
7,-46
-17,27
-43,-33
11,11
2,-23
-39,-29
-2,-17
21,-44
26,-24
27,-28
-46,-4
-17,-13
-3,-48
30,43
17,45
43,26
-22,-37
8,-33
-15,-33
-38,-15
-28,-47
-47,21
-18,-26
0,-8
30,33
-42,-31
-27,46
-25,31
20,-8
-41,21
38,-23
-25,-31
36,-47
46,17
9,-32
-35,35
26,-39
11,28
49,-10
-17,-43
-49,-16
13,-10
29,17
19,18
-42,17
-7,-40
3,34
-6,23
42,35
-44,-16
48,31
9,-43
23,4
21,24
-13,14
-22,14
-13,16
10,-11
-23,-4
49,24
-19,-40
49,-15
42,-14
34,-4
-3,11
-3,-16
-4,21
12,19
-23,-10
24,38
22,41
0,-40
-31,38
26,19
30,-26
40,46
21,-39
12,-11
21,43
-30,-16
17,-43
-38,6
20,-16
50,14
-10,-9
4,-38
37,10
27,-12
-7,42
-30,22
48,30
-28,-5
-24,47
-24,-50
31,38
34,37
21,4
38,-26
5,-49
13,-13
16,-48
50,18
35,40
-31,38
17,-30
20,-20
5,-2
-27,-2
30,2
2,25
11,7
41,46
-1,37
-37,31
41,-4
4,6
31,29
-12,-50
0,-17
-23,39
-12,30
19,3
-15,-35
12,-27
50,44
9,-34
14,-26
32,-44
8,-37
17,-43
-22,11
-17,-5
18,39
7,41
40,38
-15,-45
-50,44
11,-17
19,0
12,47
15,3
-15,-6
-15,-23
29,8
-8,14
-33,41
45,-1
42,47
-31,-30
-37,47
-19,45
-28,35
18,39
41,-37
-29,25
-10,-49
39,-43
-4,19
21,9
42,27
-41,10
-46,29
11,36
39,39
-37,-7
-30,-33
1,-28
24,-2
26,29
29,-21
11,48
-28,-9
-15,26
30,-38
-13,-24
-40,-15
-27,1
48,6
45,38
-17,38
48,-42
-39,-39
46,27
13,27
40,-47
-5,-8
44,8
-45,12
-3,-41
45,22
-29,-24
36,11
-8,-26
-20,38
-20,-20
-10,-10
-23,-31
37,47
-27,-48
-41,23
-40,20
-28,-1
8,-27
-34,30
25,-39
27,-6
-33,-34
32,42
-1,-16
24,-21
3,-20
-48,26
-37,19
-17,-8
-16,-12
0,-15
50,-16
-9,17
-37,-27
28,-23
2,-40
18,-30
44,-30
9,13
-26,-38
-43,12
46,42
45,-46
-35,-40
-26,-25
-27,9
3,30
45,35
4,17
-36,6
-42,-40
30,-9
-19,25
22,-41
41,-14
-12,-29
-40,4
20,-48
35,12
-18,-27
-12,47
-8,45
4,-50
46,27
28,47
7,50
-43,43
-24,35
29,-43
40,50
42,-36
-18,-43
-20,13
-4,30
-23,22
-32,27
-6,1
-22,35
-4,2
-35,-27
17,40
-46,43
-47,44
31,40
-15,16
-9,2
38,-21
-12,-7
32,8
47,9
-24,29
14,23
-31,34
41,2
13,47
-43,-9
-1,-31
-26,-28
-10,-36
13,9
19,9
-22,-2
21,37
36,-12
28,-27
-45,0
-1,25
-9,-7
-8,45
-18,-7
48,50
4,31
-13,43
-37,-43
15,-15
-12,44
23,-45
41,-1
-48,-45
-50,-33
-10,18
1,-26
-47,10
-9,-1
-18,8
-16,-7
19,-19
49,-11
-23,4
-33,15
-17,-17
39,-3
25,1
-42,9
23,31
19,-45
-43,49
5,-41
28,-35
-50,-13
9,-18
-33,12
48,-43
-40,-7
15,50
-18,6
27,-24
24,-35
-30,31
-8,-4
-12,-3
18,-13
-40,-21
2,50
36,-41
-26,0
-21,-11
34,-45
-44,-23
49,-4
-25,-25
-7,47
13,24
-39,48
16,37
25,-27
-30,-47
-28,-50
-24,-50
31,17
-40,6
34,14
-26,-22
-29,-30
-19,-37
-43,-31
-5,50
-36,-26
-18,35
8,46
26,-42
-6,15
-45,-15
-37,16
-43,-2
-44,-44
50,-37
-48,-18
-31,35
-34,-4
29,19
5,36
11,-16
44,32
-36,-6
39,36
-50,11
29,-42
-17,-8
17,-16
-31,-43
-27,-40
-34,-36
44,-47
-16,27
7,15
50,42
-25,6
-23,-23
36,-31
34,17
23,-5
17,34
38,-31
-12,-42
-47,-23
-41,-44
-9,-48
-25,-7
-37,14
-6,-25
50,-45
13,-42
-29,35
46,-27
36,-43
42,1
-45,-10
-28,-12
29,-27
-45,42
-50,-44
-2,-16
49,-33
19,-17
-50,-27
42,50
-50,-6
39,9
32,-43
-24,-21
-25,48
-11,48
-33,26
48,14
40,-50
-45,-27
46,-13
13,-50
-18,-30
40,45
13,30
