144
-42,48
-44,23
39,42
37,-32
-18,35
20,-46
25,39
48,18
-5,-47
25,-38
-36,14
40,30
-31,-7
19,-28
22,-9
-36,17
-27,-39
-32,15
46,-8
25,-19
33,-6
47,-39
-43,-16
-29,-42
24,1
-7,7
7,18
-24,40
-30,20
8,-7
26,15
40,3
-23,14
50,20
-28,-37
-17,43
-45,-9
31,-14
17,-31
33,-18
-17,16
-8,27
34,-31
-17,-15
39,36
-45,-29
25,-50
-2,4
45,-49
5,33
46,-43
12,-34
9,19
-29,3
2,-15
29,-19
33,36
11,-22
-11,-40
-23,-11
22,-26
-4,38
32,-19
40,24
-39,46
-26,-33
-3,-26
28,-6
-42,1
24,12
-42,22
29,49
-1,13
26,45
-49,0
-18,38
41,-13
-46,21
-14,-49
-37,35
-1,36
39,-29
13,-39
29,12
-50,-17
33,-11
-49,-41
-45,-43
22,-44
-32,5
23,44
-18,9
-7,-14
25,-33
-26,47
32,38
17,25
18,-16
-49,-25
-34,48
