8410
26,13
60,78
15,40
57,35
60,55
32,60
93,36
63,94
98,99
34,51
54,92
20,87
37,99
49,28
61,67
28,11
35,78
91,93
67,99
42,30
99,58
96,44
13,28
36,20
51,15
58,63
43,39
51,38
99,90
98,96
87,21
12,59
46,62
60,35
71,77
38,18
68,76
95,67
72,41
55,66
88,67
59,17
38,73
23,80
61,29
23,57
96,49
33,92
60,95
87,87
47,80
48,26
67,41
66,34
40,80
57,32
84,40
71,75
30,62
91,35
55,12
32,59
74,98
11,25
73,32
16,77
40,93
94,99
41,46
75,11
38,85
10,93
85,48
76,57
44,38
38,18
87,27
98,31
75,45
67,80
25,31
29,66
77,56
27,94
56,14
67,37
50,63
17,93
63,15
13,81
69,45
60,60
72,41
62,17
62,92
28,69
34,90
46,46
66,56
70,94
63,50
22,82
42,80
80,12
50,36
32,29
22,65
86,82
79,72
83,86
50,56
31,65
43,61
99,34
87,24
44,34
92,22
52,75
56,67
52,30
41,40
87,71
40,71
96,98
20,57
60,97
60,12
34,66
73,87
19,21
73,77
64,82
86,91
17,55
39,23
40,66
58,32
68,21
97,51
25,99
53,75
73,36
87,46
26,15
18,22
14,40
87,38
77,100
48,42
50,88
29,23
45,32
24,12
92,77
95,44
11,83
78,85
51,98
21,90
96,22
79,65
10,24
80,41
28,84
14,97
83,25
32,85
30,21
45,11
92,70
27,64
52,51
90,64
42,48
61,17
10,96
10,62
33,16
38,59
86,29
62,13
80,28
49,41
50,36
75,80
83,37
93,15
66,23
68,48
34,47
29,30
68,75
60,20
97,13
14,91
100,60
64,74
70,87
74,30
59,90
26,44
27,48
76,89
13,11
27,95
60,17
28,75
72,10
79,23
75,36
17,38
98,46
30,13
81,20
61,36
66,75
18,47
86,36
95,95
27,88
74,70
20,93
43,98
71,67
20,17
25,66
15,59
94,37
79,80
39,79
50,45
76,70
18,86
16,53
36,46
90,28
95,55
41,64
78,89
57,53
80,53
73,10
48,41
14,68
15,51
86,14
75,74
21,12
81,69
68,37
100,57
95,65
54,15
92,52
58,69
72,38
18,29
90,78
40,48
87,63
84,44
83,84
81,53
58,71
52,74
86,43
42,44
34,47
38,57
18,85
40,78
56,52
42,65
99,78
56,86
88,97
69,33
100,10
85,78
42,91
24,75
79,80
64,40
42,77
78,78
62,66
41,51
39,10
25,79
32,82
26,72
30,72
53,98
73,74
98,82
63,98
90,85
39,89
38,60
70,25
