-187
40,-30
36,33
-24,7
-46,44
-39,11
-2,-25
2,-3
21,-12
-46,-10
-35,-2
28,34
-33,-13
-3,48
45,11
-13,15
-22,-14
44,2
-30,25
9,5
-2,-13
-44,-12
-32,18
-24,39
-24,-14
-26,9
16,21
13,38
4,33
-10,-29
-7,2
40,48
-37,-21
33,38
47,1
-29,-27
25,-49
16,4
4,16
27,-49
-43,1
-11,-34
-29,-21
-4,-18
1,34
32,-25
28,30
34,-15
27,11
49,-41
-20,7
-12,-29
42,-47
-47,8
14,-27
48,17
-35,-13
-32,-47
26,-42
-27,-36
45,8
5,-21
-26,-45
-25,-28
10,-26
39,-19
-13,-40
7,-5
2,35
40,38
41,11
30,15
-33,-37
-5,10
-23,39
44,-45
-44,-9
22,36
7,-18
37,-17
-38,27
-42,36
-46,-49
-39,37
-19,39
-41,22
-48,-50
35,-21
-16,11
-37,-14
-4,21
-35,25
36,27
40,-46
-20,31
-39,38
49,45
-10,-40
-24,16
-18,48
6,19
