13725
36,91
57,67
50,28
93,25
97,97
90,22
32,31
13,49
90,85
68,65
91,15
17,58
15,17
55,87
63,81
48,74
21,59
57,68
55,71
72,91
12,38
20,68
33,20
86,46
45,62
57,95
27,85
95,71
13,74
90,26
45,23
31,76
13,71
60,72
72,70
25,35
39,80
56,74
95,59
38,67
76,63
66,98
46,37
35,20
52,54
99,61
75,22
90,85
95,80
29,64
87,37
35,53
26,86
72,92
17,37
55,69
17,99
11,70
86,31
34,43
61,45
38,38
78,78
39,84
11,100
38,93
93,44
58,32
97,79
57,64
62,58
24,47
37,37
60,49
76,95
79,36
12,50
52,11
90,31
43,18
76,83
58,65
84,45
45,44
89,73
33,18
57,83
72,72
60,10
10,71
26,57
54,51
52,88
81,47
100,12
24,82
94,80
59,37
17,56
18,57
90,97
56,28
63,20
16,17
47,83
67,61
33,52
17,47
31,96
15,47
74,49
34,58
40,87
71,30
12,89
34,70
13,34
95,100
99,61
31,29
74,99
41,40
60,37
95,96
51,72
23,15
95,96
16,23
47,42
11,34
45,76
78,75
48,91
13,96
57,97
99,81
45,99
28,42
42,66
15,90
50,94
99,71
57,40
50,10
73,93
44,74
85,83
15,85
50,96
32,36
32,91
100,97
36,87
97,51
56,67
47,45
28,36
81,59
100,96
27,25
37,12
57,57
82,62
13,25
53,35
65,49
30,44
42,87
25,35
75,35
71,66
84,11
95,66
13,40
50,78
91,80
86,53
16,21
23,52
34,87
83,13
13,23
90,25
75,71
70,57
30,36
41,49
17,80
12,26
10,88
56,74
10,35
98,22
45,85
49,98
42,18
84,11
91,65
80,18
50,52
36,66
47,35
92,93
58,88
77,26
100,12
73,74
44,23
29,33
99,11
53,87
41,58
33,20
83,68
84,47
75,36
23,80
20,10
92,18
76,62
68,58
76,27
26,22
74,86
73,87
68,68
84,14
27,64
95,80
95,36
42,33
97,87
47,44
22,72
57,35
88,60
55,48
89,44
62,54
51,100
70,74
96,65
100,75
76,73
20,44
41,23
76,91
22,47
97,93
54,46
53,88
75,24
44,49
86,21
94,28
15,53
76,74
13,68
96,10
16,78
36,77
72,89
96,36
31,90
42,70
94,61
88,94
56,33
73,50
12,83
76,17
56,10
98,80
63,15
35,34
26,15
57,22
34,85
35,14
74,55
94,97
42,21
83,17
50,87
18,66
77,98
100,37
33,38
82,87
70,14
89,99
33,14
65,47
13,47
23,54
70,38
55,21
73,23
52,84
22,77
19,16
72,93
57,48
43,42
91,68
36,16
27,88
72,53
92,23
41,33
45,30
29,98
61,51
23,74
37,40
59,84
31,60
41,19
62,28
97,86
62,31
34,66
19,85
61,24
11,22
84,75
40,33
50,52
21,95
74,58
80,78
53,65
71,12
78,21
39,81
16,82
66,71
45,19
57,39
78,31
25,17
91,62
24,91
20,81
33,43
86,21
76,100
49,37
78,44
54,82
40,89
11,91
30,89
16,10
71,44
85,56
42,70
49,95
94,74
24,83
11,37
30,91
66,83
13,13
59,73
94,25
92,24
43,100
44,73
86,32
22,91
75,70
48,94
84,84
69,88
51,83
15,68
24,86
48,48
34,83
38,68
23,46
93,62
97,46
78,99
11,49
85,48
10,71
51,91
60,29
43,69
60,21
68,81
16,25
72,65
20,37
27,49
13,46
18,13
13,21
56,38
48,58
82,87
45,39
64,30
96,76
78,60
13,80
62,32
17,37
69,55
22,24
80,48
95,51
24,29
91,38
37,16
12,90
53,94
47,87
14,82
26,36
93,82
30,22
26,29
98,46
78,11
99,23
40,92
92,14
15,21
17,20
83,100
96,58
17,26
17,60
86,50
25,30
24,92
88,55
98,69
71,45
93,23
61,71
91,37
76,33
61,100
44,33
16,70
61,47
64,69
27,86
96,85
88,75
78,34
48,32
39,40
49,75
10,53
55,67
74,74
22,71
14,17
66,17
34,18
92,32
27,29
51,19
38,45
97,17
48,68
75,60
82,19
29,11
45,12
42,17
90,16
87,80
98,59
73,13
72,19
55,72
96,65
93,84
32,94
61,97
69,78
85,65
75,14
35,32
36,13
100,42
92,96
51,31
51,65
37,19
74,70
48,60
92,27
50,65
