8342
63,97
29,30
42,86
34,61
64,31
93,89
70,89
87,99
68,68
59,18
40,62
79,23
73,88
86,46
47,13
33,81
96,87
56,52
15,61
30,85
55,33
75,79
76,29
64,24
42,78
42,95
95,90
21,63
71,41
97,89
51,30
39,51
40,47
24,20
31,69
68,79
100,56
12,63
52,77
20,83
97,12
21,44
48,70
44,39
21,10
99,47
84,25
34,37
98,99
67,43
56,96
20,54
78,74
92,10
10,42
22,95
60,82
25,33
77,98
62,59
66,70
92,61
48,68
67,82
30,15
56,75
89,60
26,13
35,97
41,51
89,59
17,41
54,32
91,38
19,18
13,40
58,30
28,47
65,84
72,31
44,39
63,94
39,48
88,37
37,60
32,39
54,84
66,21
87,59
31,27
63,81
16,92
47,78
13,37
81,84
66,19
59,20
11,45
65,96
14,87
87,76
79,83
43,61
70,56
89,70
51,84
76,51
14,54
93,91
97,56
49,83
55,86
62,92
35,85
56,60
95,98
99,42
50,94
12,58
16,58
63,14
56,16
87,63
72,70
36,58
10,32
61,35
97,78
22,35
99,22
30,64
44,19
93,86
28,18
66,17
93,35
69,90
98,83
49,44
45,27
19,61
61,29
10,69
33,32
19,18
47,67
12,74
18,94
23,17
90,13
20,21
99,33
35,66
75,63
13,17
74,81
59,94
93,11
71,22
98,44
52,16
18,82
16,70
79,61
66,16
34,14
55,60
69,71
62,10
64,68
32,11
79,28
21,95
21,52
46,17
12,100
65,64
15,35
47,67
77,52
96,85
20,13
73,59
37,20
40,42
37,75
20,77
51,78
72,37
57,69
49,92
32,38
51,47
100,88
71,25
52,53
55,45
29,54
21,67
99,94
70,79
28,21
88,98
99,74
39,72
42,35
47,36
27,26
81,88
42,93
24,85
57,82
62,28
80,23
57,22
64,77
42,11
68,13
15,71
72,55
92,94
94,39
88,98
41,10
53,36
56,62
44,90
58,40
75,46
86,97
72,75
13,88
49,13
77,19
29,39
29,44
72,56
83,43
20,52
68,50
99,58
15,71
60,96
77,40
93,83
65,48
14,21
43,59
68,66
83,17
15,66
90,67
98,70
43,73
43,39
74,71
60,18
77,21
23,10
84,64
39,31
92,78
84,18
77,88
60,59
90,26
64,79
77,16
55,36
100,17
55,53
13,100
62,35
72,29
88,43
41,84
58,73
10,32
46,51
20,72
86,35
81,19
53,54
22,90
44,42
25,85
42,21
55,68
85,99
90,90
91,34
49,17
86,11
31,12
60,24
39,26
21,90
86,17
68,93
47,29
