-140
1,35
-25,-7
-50,-27
4,-27
-16,48
17,27
-33,27
-18,49
-49,-50
22,38
10,-2
-18,36
-17,19
-3,11
-3,-24
4,-5
-2,6
-18,-4
-10,32
32,-22
4,48
-46,-33
30,46
47,27
4,-45
12,-9
0,45
28,-8
40,-20
8,-28
48,40
-20,12
47,-10
-43,5
43,14
-29,8
22,-49
-36,49
-15,-7
29,11
-2,4
-49,44
19,-5
-20,-46
40,-11
-39,-29
-33,15
17,-42
-25,50
5,27
-1,-42
27,-20
1,22
8,-20
-10,39
1,48
-28,13
20,-49
-39,36
30,-21
-48,32
-36,-23
-9,9
16,-44
33,3
-38,-3
-32,-5
-15,47
33,-44
7,-45
-32,49
43,-8
27,15
-12,40
47,-26
-39,-17
17,12
-48,-36
-47,-28
9,50
31,-6
0,-1
23,-1
26,-19
20,-45
-12,4
10,36
-48,48
-29,9
-48,32
30,-13
-42,-21
-9,6
40,47
-49,-35
-50,42
27,-23
3,-43
-31,-3
18,-2
-29,4
14,-11
10,-28
-5,-11
22,32
15,-43
-39,-28
16,4
10,24
30,25
18,-10
-37,-38
-42,29
-41,-15
-33,-49
-40,37
17,-32
-14,-10
12,50
46,-41
36,-25
20,-24
-40,-50
23,25
29,-39
-2,-1
-40,-17
-39,-31
-42,-17
-44,39
-26,15
-29,-39
-1,25
39,41
26,-37
0,-5
13,-18
27,-44
31,16
-37,-41
12,-13
29,-37
0,28
-45,-2
-18,-37
39,-12
-8,-33
42,-13
-14,32
21,48
27,-10
13,-26
-32,-35
-15,-8
29,-35
-42,20
-19,-45
10,7
40,7
43,39
39,41
7,-1
46,32
-16,-45
-38,22
16,-30
-3,47
-37,27
-45,-32
-34,-23
-41,22
33,-43
26,-39
-34,-4
-18,-49
-43,36
17,35
-19,-42
22,-12
-38,1
-11,28
19,-27
22,-13
28,17
35,-27
-21,0
5,-23
-6,-18
-33,4
3,27
-17,-1
16,33
3,20
39,-11
1,-3
-15,-44
24,3
-38,24
21,-25
-17,12
25,-13
25,30
-21,24
9,-7
-36,-48
-13,-32
39,-44
-22,-10
3,4
21,-16
-27,-42
33,39
15,12
41,-37
-13,21
49,-50
15,-8
-22,-14
-22,8
-17,36
-26,-29
-21,-1
11,-23
-45,14
-38,-46
18,10
-30,-38
28,-27
-15,-34
13,-24
5,5
39,-10
37,48
-36,-16
44,39
-7,7
-27,-45
0,-42
-36,-1
34,1
32,-17
30,18
44,17
20,-37
45,11
-45,-18
-37,26
19,10
-14,-49
-25,-34
-4,-21
42,10
11,34
48,43
32,-22
44,10
25,-31
-15,-18
17,-50
-44,-28
-42,48
-19,19
40,-26
-47,29
-25,6
15,31
18,-12
13,24
-17,35
-7,34
21,33
-27,40
-30,27
-26,44
16,50
18,36
-3,-10
18,-28
11,26
-2,-27
-27,17
-35,4
-42,34
27,-27
-49,-49
27,36
26,-21
-22,27
37,-32
49,-25
-8,42
27,19
-21,44
2,21
49,7
15,-29
-43,26
31,46
13,8
31,38
